0,0.10000
2,0.00033
4,0.00098
6,0.00093
8,0.00154
10,0.06302
12,0.39132
14,0.00226
16,0.01003
18,0.00381
20,0.00424
22,0.00328
24,0.00327
26,0.00383
28,0.00434
30,0.00550
32,0.00680
34,0.00703
36,0.00709
38,0.00721
40,0.00689
42,0.00665
44,0.00686
46,0.00706
48,0.00705
50,0.00691
52,0.00669
54,0.00640
56,0.00617
58,0.00610
60,0.00621
62,0.00637
64,0.00637
66,0.00647
68,0.00630
70,0.00633
72,0.00655
74,0.00665
76,0.00656
78,0.00637
80,0.00615
82,0.00595
84,0.00577
86,0.00564
88,0.00559
90,0.00563
92,0.00571
94,0.00570
96,0.00558
98,0.00541
100,0.00524
102,0.00510
104,0.00500
106,0.00492
108,0.00485
110,0.00477
112,0.00468
114,0.00460
116,0.00452
118,0.00444
120,0.00436
122,0.00427
124,0.00419
126,0.00410
128,0.00401
130,0.00392
132,0.00384
134,0.00376
136,0.00368
138,0.00361
140,0.00355
142,0.00348
144,0.00341
146,0.00334
148,0.00327
150,0.00320
152,0.00314
154,0.00308
156,0.00302
158,0.00296
160,0.00291
162,0.00285
164,0.00280
166,0.00275
168,0.00270
170,0.00266
172,0.00261
174,0.00257
176,0.00253
178,0.00249
180,0.00245
182,0.00241
184,0.00238
186,0.00234
188,0.00231
190,0.00228
192,0.00225
194,0.00222
196,0.00219
198,0.00217
200,0.00214
202,0.00212
204,0.00209
206,0.00207
208,0.00205
210,0.00203
212,0.00201
214,0.00199
216,0.00197
218,0.00196
220,0.00194
222,0.00192
224,0.00191
226,0.00189
228,0.00188
230,0.00186
232,0.00185
234,0.00183
236,0.00182
238,0.00181
240,0.00180
242,0.00179
244,0.00177
246,0.00176
248,0.00175
250,0.00174
252,0.00173
254,0.00172
256,0.00171
258,0.00170
260,0.00169
262,0.00168
264,0.00167
266,0.00166
268,0.00166
270,0.00165
272,0.00164
274,0.00163
276,0.00162
278,0.00161
280,0.00160
282,0.00160
284,0.00159
286,0.00158
288,0.00157
290,0.00156
292,0.00156
294,0.00155
296,0.00154
298,0.00153
300,0.00153
302,0.00153
304,0.00153
306,0.00153
308,0.00156
310,0.00161
312,0.00175
314,0.00218
316,0.00332
318,0.00411
320,0.00132
322,0.00023
324,0.00044
326,0.00083
328,0.00123
330,0.00153
332,0.00166
334,0.00169
336,0.00175
338,0.00189
340,0.00207
342,0.00205
344,0.00137
346,0.00484
348,0.00087
350,0.00001
352,0.00039
354,0.00100
356,0.00137
358,0.00128
360,0.00109
362,0.00098
364,0.00092
366,0.00091
368,0.00091
370,0.00092
372,0.00093
374,0.00094
376,0.00096
378,0.00096
380,0.00095
382,0.00090
384,0.00083
386,0.00076
388,0.00071
390,0.00068
392,0.00066
394,0.00066
396,0.00066
398,0.00066
400,0.00066
402,0.00066
404,0.00066
406,0.00066
408,0.00065
410,0.00064
412,0.00064
414,0.00063
416,0.00063
418,0.00063
420,0.00062
422,0.00062
424,0.00062
426,0.00061
428,0.00061
430,0.00061
432,0.00060
434,0.00060
436,0.00060
438,0.00060
440,0.00060
442,0.00060
444,0.00061
446,0.00061
448,0.00062
450,0.00062
452,0.00063
454,0.00064
456,0.00065
458,0.00067
460,0.00069
462,0.00071
464,0.00074
466,0.00077
468,0.00080
470,0.00084
472,0.00089
474,0.00094
476,0.00101
478,0.00109
480,0.00118
482,0.00128
484,0.00140
486,0.00153
488,0.00168
490,0.00184
492,0.00198
494,0.00205
496,0.00192
498,0.00146
500,0.00143
502,0.00163
504,0.00010
