0,0.80000
50,0.01630
100,0.02411
150,0.00327
200,0.00503
250,0.00965
300,0.01020
350,0.00240
400,0.00323
450,0.00603
500,0.00909
550,0.00651
600,0.02553
650,0.00735
700,0.00481
750,0.00139
800,0.00705
850,0.00229
900,0.00890
950,0.00532
1000,0.00297
1050,0.00187
1100,0.00327
1150,0.01010
1200,0.00747
1250,0.00839
1300,0.01626
1350,0.02709
1400,0.05808
1450,0.02821
1500,0.03750
1550,0.01886
1600,0.01493
1650,0.01524
1700,0.02814
1750,0.01932
1800,0.02699
1850,0.02423
1900,0.01513
1950,0.00576
2000,0.02561
2050,0.03057
2100,0.03014
2150,0.03830
2200,0.08282
2250,0.10101
2300,0.08439
2350,0.08802
2400,0.11918
2450,0.10358
2500,0.08675
2550,0.06928
2600,0.03931
2650,0.03227
2700,0.03213
2750,0.03338
2800,0.03495
2850,0.03596
2900,0.03612
2950,0.03545
3000,0.03416
3050,0.03252
3100,0.03079
3150,0.02924
3200,0.02790
3250,0.02653
3300,0.02505
3350,0.02357
3400,0.02216
3450,0.02085
3500,0.01965
3550,0.01850
3600,0.01745
3650,0.01680
3700,0.01708
3750,0.01904
3800,0.02498
3850,0.03459
3900,0.02423
3950,0.01574
4000,0.01444
4050,0.01550
4100,0.01753
4150,0.01933
4200,0.01994
4250,0.01908
4300,0.01703
4350,0.01473
4400,0.01303
4450,0.01224
4500,0.01211
4550,0.01211
4600,0.01187
4650,0.01129
4700,0.01063
4750,0.01025
4800,0.01056
4850,0.01221
4900,0.01560
4950,0.01855
5000,0.01456
5050,0.01235
5100,0.01261
5150,0.01252
5200,0.01210
5250,0.01195
5300,0.01202
5350,0.01203
5400,0.01184
5450,0.01136
5500,0.01051
5550,0.00943
5600,0.00911
5650,0.00921
5700,0.00960
5750,0.01671
5800,0.00421
5850,0.03354
5900,0.03698
5950,0.03460
6000,0.03314
6050,0.03187
6100,0.03076
6150,0.02952
6200,0.02779
6250,0.02577
6300,0.02383
6350,0.02257
6400,0.02185
6450,0.01865
6500,0.00760
6550,0.00812
6600,0.00708
6650,0.00458
6700,0.00441
6750,0.01041
6800,0.01522
6850,0.02196
6900,0.02877
6950,0.02857
7000,0.02266
7050,0.01841
7100,0.01693
7150,0.01596
7200,0.01565
7250,0.01470
7300,0.01452
7350,0.01682
7400,0.02877
7450,0.05014
7500,0.06042
7550,0.05928
7600,0.05147
7650,0.04410
7700,0.04024
7750,0.03950
7800,0.04012
7850,0.04112
7900,0.04272
7950,0.04505
8000,0.04516
